Timestamp,Pupil Diameter
1.997816562652588,35.84709548950195
2.15030837059021,101.89300537109375
2.190234899520874,101.51426696777344
2.2302863597869873,101.68345642089844
2.270468235015869,100.52143096923828
2.310336112976074,94.78450775146484
2.3991477489471436,5.050961971282959
2.4431426525115967,10.440506935119629
2.4857912063598633,17.8046932220459
2.528989315032959,18.10186767578125
2.573300361633301,17.516040802001953
2.6152751445770264,18.384977340698242
2.6572024822235107,19.105173110961914
2.6989731788635254,16.279020309448242
2.7403078079223633,16.294397354125977
2.782114267349243,13.540410041809082
2.8252432346343994,12.881194114685059
2.866828680038452,12.135504722595215
2.9077811241149902,13.453824043273926
2.9499306678771973,12.206755638122559
2.991702079772949,12.806448936462402
3.033186435699463,10.65394115447998
3.073972463607788,12.041794776916504
3.1148078441619873,8.665489196777344
3.1558456420898438,10.000200271606445
3.19700288772583,12.062610626220703
3.2375783920288086,12.041794776916504
3.279881715774536,11.401954650878906
3.32179594039917,13.453824043273926
3.363337755203247,11.635396957397461
3.4049103260040283,10.816854476928711
3.448683500289917,100.13011169433594
3.491413116455078,100.13011169433594
3.5345966815948486,100.62326049804688
3.5784225463867188,40.69227600097656
3.6217470169067383,39.447425842285156
3.663848400115967,39.51924514770508
3.706162214279175,38.87325668334961
3.7487709522247314,40.06633758544922
3.7915561199188232,41.03030014038086
3.8342485427856445,42.010475158691406
3.8770155906677246,44.5160026550293
3.9182770252227783,81.53716278076172
3.959810495376587,46.7240104675293
4.0017077922821045,46.82319641113281
4.042010068893433,46.98063278198242
4.083870887756348,48.7253532409668
4.1266326904296875,84.82302856445312
4.16872239112854,49.880863189697266
4.209548711776733,50.63615417480469
4.250397443771362,50.27644348144531
4.292195558547974,84.05970001220703
4.3332366943359375,52.19083786010742
4.376506567001343,50.40119552612305
4.418615818023682,49.95146179199219
4.4604082107543945,51.78822708129883
4.5028791427612305,50.58845520019531
4.545618772506714,51.186981201171875
4.5873541831970215,50.56776428222656
4.628497123718262,49.674835205078125
4.67134952545166,48.26640701293945
4.71406102180481,49.06482696533203
4.754715919494629,48.712032318115234
4.796170711517334,49.23691177368164
4.836835145950317,48.00482940673828
4.880043029785156,48.39496994018555
4.922300577163696,50.33037185668945
4.965311288833618,49.64603805541992
5.008770942687988,48.104522705078125
5.051665782928467,47.93220138549805
5.095685243606567,47.05054473876953
5.1377949714660645,47.261558532714844
5.180421829223633,48.571170806884766
5.222333192825317,48.762672424316406
5.264309406280518,49.486751556396484
5.306452989578247,49.2276496887207
5.34735631942749,50.7369270324707
5.3889548778533936,49.497962951660156
5.431964635848999,50.385169982910156
5.476045608520508,48.63860321044922
5.5177600383758545,50.2591438293457
5.56012225151062,82.0247802734375
5.603406667709351,83.08384704589844
5.6449713706970215,83.25025177001953
5.6874823570251465,78.94984436035156
5.729183912277222,79.35739135742188
5.771165132522583,84.88961029052734
5.812913417816162,58.83046340942383
5.853552341461182,54.609867095947266
5.895297050476074,51.24470901489258
5.934967041015625,50.09987258911133
5.976536273956299,51.156822204589844
6.017592906951904,51.175846099853516
6.058362722396851,50.65507888793945
6.101027727127075,51.10430908203125
6.144193649291992,51.08743667602539
6.185898542404175,83.76176452636719
6.225902080535889,80.44056701660156
6.267805099487305,47.92722702026367
6.308661699295044,46.5301628112793
6.348773241043091,46.29328536987305
6.390847444534302,45.882476806640625
6.433088302612305,45.7936897277832
6.473727226257324,45.92472839355469
6.514880657196045,45.316829681396484
6.556297779083252,45.074947357177734
6.599497556686401,44.55283737182617
6.6406636238098145,44.86434555053711
6.6822569370269775,44.582740783691406
6.724637985229492,44.53568649291992
6.76648736000061,44.91997146606445
6.807446002960205,45.36711883544922
6.848151922225952,46.703887939453125
6.8896801471710205,46.64781188964844
6.929674386978149,45.803218841552734
6.970522880554199,45.65104675292969
